request_id,date,hospital,region,blood_type,units_requested,urgency,reason,fulfilled,response_time_min,donors_matched
REQ-2023-00215,2023-02-05,CHU Hassan II,Fès-Meknès,AB+,6,medium,Emergency Surgery,1,47,10
REQ-2025-00216,2025-11-17,CHU Mohammed VI,Marrakech-Safi,O+,7,critical,Maternal Care,1,36,5
REQ-2023-00217,2023-09-19,Hôpital Militaire Rabat,Rabat-Salé-Kénitra,AB+,1,high,Post-Operative Care,0,,0
REQ-2025-00218,2025-11-10,Centre Régional Transfusion Sanguine Fès,Fès-Meknès,O+,1,critical,Accident Emergency,0,,0
REQ-2024-00219,2024-06-13,Centre Régional Transfusion Sanguine Rabat,Rabat-Salé-Kénitra,O+,1,medium,Pediatric Care,1,51,4
REQ-2025-00220,2025-07-07,Centre Régional Transfusion Sanguine Fès,Fès-Meknès,B+,3,medium,Chronic Disease Treatment,1,39,2
REQ-2025-00221,2025-01-22,CHU Ibn Sina,Rabat-Salé-Kénitra,AB+,2,medium,Post-Operative Care,0,,0
REQ-2025-00222,2025-02-02,CHU Ibn Sina,Rabat-Salé-Kénitra,A+,5,high,Maternal Care,1,20,6
REQ-2025-00223,2025-08-11,Hôpital Militaire Rabat,Rabat-Salé-Kénitra,AB+,5,medium,Burn Treatment,1,54,3
REQ-2023-00224,2023-03-20,CHU Ibn Sina,Rabat-Salé-Kénitra,O+,5,low,Burn Treatment,1,9,12
REQ-2025-00225,2025-07-28,CHU Hassan II,Fès-Meknès,AB+,3,medium,Emergency Surgery,0,,0
REQ-2025-00226,2025-10-20,Centre Régional Transfusion Sanguine Fès,Fès-Meknès,A+,1,medium,Post-Operative Care,1,34,11
REQ-2025-00227,2025-12-25,CHU Hassan II,Fès-Meknès,A+,5,high,Emergency Surgery,1,60,12
REQ-2023-00228,2023-09-14,CHU Mohammed VI,Marrakech-Safi,B-,2,medium,Chronic Disease Treatment,1,44,1
REQ-2023-00229,2023-07-19,CHU Hassan II,Fès-Meknès,O+,5,medium,Scheduled Transfusion,1,42,8
REQ-2024-00230,2024-04-27,Hôpital Cheikh Zaïd,Rabat-Salé-Kénitra,B+,1,low,Post-Operative Care,1,25,9
REQ-2024-00231,2024-03-20,CHU Souss Massa,Souss-Massa,A+,6,high,Organ Transplant,1,22,8
REQ-2023-00232,2023-07-20,Hôpital Cheikh Zaïd,Rabat-Salé-Kénitra,O+,1,low,Organ Transplant,1,57,7
REQ-2025-00233,2025-10-30,Hôpital Cheikh Zaïd,Rabat-Salé-Kénitra,A+,2,high,Post-Operative Care,1,9,2
REQ-2023-00234,2023-10-13,Hôpital Cheikh Zaïd,Rabat-Salé-Kénitra,A+,9,critical,Accident Emergency,0,,0
REQ-2023-00235,2023-12-04,CHU Mohammed VI Tanger,Tanger-Tétouan-Al Hoceïma,A+,5,low,Scheduled Transfusion,1,55,6
REQ-2025-00236,2025-05-29,CHU Mohammed VI,Marrakech-Safi,A+,3,low,Emergency Surgery,1,6,3
REQ-2023-00237,2023-08-06,Centre Régional Transfusion Sanguine Rabat,Rabat-Salé-Kénitra,A-,5,high,Emergency Surgery,1,44,5
REQ-2023-00238,2023-09-10,CHU Hassan II,Fès-Meknès,B+,1,medium,Scheduled Transfusion,0,,0
REQ-2026-00239,2026-02-18,CHU Mohammed VI,Marrakech-Safi,O+,1,medium,Accident Emergency,1,42,10
REQ-2024-00240,2024-07-25,CHU Mohammed VI,Marrakech-Safi,A-,1,high,Organ Transplant,1,12,11
REQ-2023-00241,2023-10-10,Centre Régional Transfusion Sanguine Rabat,Rabat-Salé-Kénitra,AB+,6,high,Accident Emergency,1,31,3
REQ-2023-00242,2023-03-10,CHU Mohammed VI Tanger,Tanger-Tétouan-Al Hoceïma,O+,1,high,Chronic Disease Treatment,1,32,3
REQ-2023-00243,2023-01-28,CHU Ibn Sina,Rabat-Salé-Kénitra,A+,4,low,Scheduled Transfusion,1,7,1
REQ-2025-00244,2025-10-14,Centre Régional Transfusion Sanguine Rabat,Rabat-Salé-Kénitra,O+,2,high,Chronic Disease Treatment,1,53,8
REQ-2024-00245,2024-10-17,Hôpital Cheikh Zaïd,Rabat-Salé-Kénitra,O+,6,medium,Scheduled Transfusion,1,57,9
REQ-2023-00246,2023-12-14,CHU Ibn Rochd,Casablanca-Settat,O-,5,low,Maternal Care,0,,0
REQ-2025-00247,2025-12-27,Centre Régional Transfusion Sanguine Casablanca,Casablanca-Settat,A+,2,low,Burn Treatment,1,11,8
REQ-2024-00248,2024-09-22,CHU Hassan II,Fès-Meknès,O+,6,medium,Post-Operative Care,1,19,7
REQ-2023-00249,2023-11-16,CHU Hassan II,Fès-Meknès,O+,6,critical,Pediatric Care,1,45,1
REQ-2025-00250,2025-01-07,CHU Ibn Sina,Rabat-Salé-Kénitra,A+,2,low,Emergency Surgery,1,19,5
REQ-2025-00251,2025-03-15,Hôpital Régional Oujda,Oriental,B+,4,medium,Organ Transplant,1,22,10
REQ-2025-00252,2025-08-01,Hôpital Cheikh Zaïd,Rabat-Salé-Kénitra,A+,1,critical,Scheduled Transfusion,1,5,3
REQ-2023-00253,2023-11-12,Centre Régional Transfusion Sanguine Casablanca,Casablanca-Settat,B+,6,medium,Burn Treatment,1,12,10
REQ-2025-00254,2025-05-29,Centre Régional Transfusion Sanguine Casablanca,Casablanca-Settat,A+,2,high,Post-Operative Care,1,7,10
REQ-2026-00255,2026-01-31,Centre Régional Transfusion Sanguine Fès,Fès-Meknès,AB+,10,critical,Accident Emergency,1,50,2
REQ-2024-00256,2024-06-13,CHU Souss Massa,Souss-Massa,A+,6,high,Burn Treatment,1,56,9
REQ-2025-00257,2025-06-25,CHU Hassan II,Fès-Meknès,B+,4,high,Scheduled Transfusion,1,48,6
REQ-2023-00258,2023-11-27,CHU Mohammed VI Tanger,Tanger-Tétouan-Al Hoceïma,A+,1,medium,Chronic Disease Treatment,1,48,2
REQ-2023-00259,2023-04-05,CHU Ibn Rochd,Casablanca-Settat,AB-,4,low,Pediatric Care,1,25,12
REQ-2023-00260,2023-03-07,Hôpital Cheikh Zaïd,Rabat-Salé-Kénitra,A+,4,medium,Chronic Disease Treatment,1,30,6
REQ-2024-00261,2024-03-18,Centre Régional Transfusion Sanguine Rabat,Rabat-Salé-Kénitra,O+,2,critical,Post-Operative Care,1,4,5
REQ-2025-00262,2025-02-27,CHU Mohammed VI,Marrakech-Safi,O+,5,high,Maternal Care,1,7,3
REQ-2024-00263,2024-03-19,Hôpital Régional Oujda,Oriental,B+,1,high,Accident Emergency,0,,0
REQ-2024-00264,2024-02-27,Centre Régional Transfusion Sanguine Casablanca,Casablanca-Settat,A+,1,medium,Accident Emergency,1,8,9
REQ-2024-00265,2024-04-12,CHU Souss Massa,Souss-Massa,A+,1,high,Chronic Disease Treatment,1,50,6
REQ-2025-00266,2025-02-17,CHU Ibn Sina,Rabat-Salé-Kénitra,O+,8,critical,Emergency Surgery,1,45,6
REQ-2025-00267,2025-05-26,Centre Régional Transfusion Sanguine Fès,Fès-Meknès,B-,2,critical,Burn Treatment,1,13,9
REQ-2025-00268,2025-10-27,Centre Régional Transfusion Sanguine Fès,Fès-Meknès,B+,1,low,Scheduled Transfusion,1,14,7
REQ-2024-00269,2024-12-30,CHU Ibn Sina,Rabat-Salé-Kénitra,O+,3,low,Emergency Surgery,0,,0
REQ-2023-00270,2023-07-26,CHU Ibn Rochd,Casablanca-Settat,A+,8,critical,Scheduled Transfusion,1,11,5
REQ-2024-00271,2024-06-02,CHU Mohammed VI,Marrakech-Safi,O+,6,high,Organ Transplant,0,,0
REQ-2023-00272,2023-04-14,Hôpital Militaire Rabat,Rabat-Salé-Kénitra,A+,3,high,Post-Operative Care,1,46,5
REQ-2025-00273,2025-04-28,Hôpital Militaire Rabat,Rabat-Salé-Kénitra,A+,1,low,Accident Emergency,1,46,1
REQ-2024-00274,2024-06-19,CHU Souss Massa,Souss-Massa,AB+,2,high,Accident Emergency,1,15,1
REQ-2024-00275,2024-04-15,CHU Ibn Rochd,Casablanca-Settat,B+,6,low,Accident Emergency,1,41,6
REQ-2024-00276,2024-09-07,CHU Ibn Sina,Rabat-Salé-Kénitra,O+,3,medium,Organ Transplant,1,49,1
REQ-2024-00277,2024-06-18,CHU Ibn Sina,Rabat-Salé-Kénitra,A+,5,medium,Organ Transplant,1,42,6
REQ-2024-00278,2024-05-18,CHU Mohammed VI,Marrakech-Safi,B+,5,critical,Organ Transplant,1,49,1
REQ-2025-00279,2025-10-15,Centre Régional Transfusion Sanguine Casablanca,Casablanca-Settat,O+,5,high,Burn Treatment,1,41,4
REQ-2024-00280,2024-11-05,Hôpital Régional Oujda,Oriental,A+,6,low,Emergency Surgery,1,22,2
REQ-2023-00281,2023-09-20,CHU Souss Massa,Souss-Massa,A-,10,critical,Pediatric Care,1,44,2
REQ-2023-00282,2023-12-27,CHU Ibn Sina,Rabat-Salé-Kénitra,O+,1,low,Emergency Surgery,1,32,2
REQ-2023-00283,2023-11-04,CHU Souss Massa,Souss-Massa,B+,6,medium,Accident Emergency,0,,0
REQ-2026-00284,2026-01-17,Hôpital Régional Oujda,Oriental,O+,1,medium,Accident Emergency,1,45,9
REQ-2023-00285,2023-12-19,Hôpital Régional Oujda,Oriental,O+,6,high,Scheduled Transfusion,1,19,12
REQ-2023-00286,2023-06-04,CHU Ibn Rochd,Casablanca-Settat,O+,1,low,Pediatric Care,1,34,10
REQ-2024-00287,2024-08-17,CHU Souss Massa,Souss-Massa,O+,6,medium,Scheduled Transfusion,1,5,8
REQ-2024-00288,2024-02-17,CHU Ibn Sina,Rabat-Salé-Kénitra,B+,1,medium,Chronic Disease Treatment,1,18,8
REQ-2023-00289,2023-08-17,Hôpital Militaire Rabat,Rabat-Salé-Kénitra,A+,4,low,Chronic Disease Treatment,1,32,5
REQ-2024-00290,2024-01-12,CHU Hassan II,Fès-Meknès,A+,2,high,Scheduled Transfusion,1,10,6
REQ-2025-00291,2025-04-29,CHU Ibn Rochd,Casablanca-Settat,B+,5,low,Burn Treatment,1,58,9
REQ-2024-00292,2024-04-14,Centre Régional Transfusion Sanguine Rabat,Rabat-Salé-Kénitra,A+,3,medium,Burn Treatment,1,32,9
REQ-2023-00293,2023-10-25,CHU Souss Massa,Souss-Massa,A+,3,low,Burn Treatment,1,48,2
REQ-2025-00294,2025-08-24,CHU Mohammed VI,Marrakech-Safi,A+,5,medium,Maternal Care,1,54,10
REQ-2024-00295,2024-09-13,CHU Hassan II,Fès-Meknès,A+,4,low,Accident Emergency,1,35,7
REQ-2023-00296,2023-11-29,Hôpital Régional Oujda,Oriental,B-,2,medium,Organ Transplant,1,12,2
REQ-2024-00297,2024-11-29,CHU Ibn Rochd,Casablanca-Settat,A+,3,low,Maternal Care,1,27,7
REQ-2023-00298,2023-10-02,CHU Souss Massa,Souss-Massa,O+,3,low,Burn Treatment,1,17,12
REQ-2025-00299,2025-12-01,Centre Régional Transfusion Sanguine Rabat,Rabat-Salé-Kénitra,O+,4,low,Burn Treatment,1,50,1
REQ-2026-00300,2026-02-16,Centre Régional Transfusion Sanguine Fès,Fès-Meknès,O+,4,medium,Burn Treatment,1,44,3
REQ-2023-00301,2023-06-11,Hôpital Militaire Rabat,Rabat-Salé-Kénitra,O+,1,high,Maternal Care,1,45,1
REQ-2024-00302,2024-02-29,CHU Mohammed VI Tanger,Tanger-Tétouan-Al Hoceïma,A+,5,critical,Organ Transplant,1,38,1
REQ-2023-00303,2023-04-27,CHU Hassan II,Fès-Meknès,B+,9,critical,Post-Operative Care,1,51,12
REQ-2023-00304,2023-04-21,CHU Mohammed VI,Marrakech-Safi,A+,4,medium,Post-Operative Care,1,35,6
REQ-2024-00305,2024-07-22,CHU Ibn Sina,Rabat-Salé-Kénitra,O+,4,low,Maternal Care,1,5,10
REQ-2023-00306,2023-01-10,Hôpital Cheikh Zaïd,Rabat-Salé-Kénitra,O+,5,high,Pediatric Care,1,3,10
REQ-2024-00307,2024-07-13,CHU Mohammed VI,Marrakech-Safi,B+,5,low,Burn Treatment,1,52,8
REQ-2023-00308,2023-05-08,Hôpital Cheikh Zaïd,Rabat-Salé-Kénitra,O+,3,low,Burn Treatment,1,22,11
REQ-2023-00309,2023-05-04,CHU Hassan II,Fès-Meknès,O+,2,critical,Pediatric Care,1,43,7
REQ-2026-00310,2026-02-20,Hôpital Régional Oujda,Oriental,B+,4,medium,Chronic Disease Treatment,1,60,5
REQ-2023-00311,2023-06-22,Hôpital Militaire Rabat,Rabat-Salé-Kénitra,O+,6,high,Accident Emergency,1,19,1
REQ-2025-00312,2025-04-21,CHU Ibn Rochd,Casablanca-Settat,O+,6,medium,Organ Transplant,0,,0
REQ-2025-00313,2025-06-29,CHU Mohammed VI,Marrakech-Safi,A+,1,critical,Accident Emergency,1,52,5
REQ-2024-00314,2024-02-09,Hôpital Cheikh Zaïd,Rabat-Salé-Kénitra,A+,5,medium,Organ Transplant,0,,0
REQ-2023-00315,2023-05-15,Centre Régional Transfusion Sanguine Fès,Fès-Meknès,O+,6,low,Chronic Disease Treatment,0,,0
REQ-2023-00316,2023-10-27,CHU Mohammed VI Tanger,Tanger-Tétouan-Al Hoceïma,O+,6,critical,Post-Operative Care,1,51,1
REQ-2025-00317,2025-09-29,CHU Ibn Sina,Rabat-Salé-Kénitra,O+,2,medium,Organ Transplant,0,,0
REQ-2024-00318,2024-02-16,CHU Mohammed VI Tanger,Tanger-Tétouan-Al Hoceïma,A-,7,critical,Maternal Care,1,47,4
REQ-2024-00319,2024-04-28,Hôpital Régional Oujda,Oriental,A+,1,low,Burn Treatment,1,40,9
REQ-2025-00320,2025-06-21,CHU Souss Massa,Souss-Massa,AB+,5,critical,Chronic Disease Treatment,1,43,12
REQ-2025-00321,2025-04-14,Centre Régional Transfusion Sanguine Rabat,Rabat-Salé-Kénitra,O+,1,medium,Burn Treatment,1,37,5
REQ-2025-00322,2025-03-05,CHU Ibn Sina,Rabat-Salé-Kénitra,O+,4,high,Pediatric Care,1,4,3
REQ-2024-00323,2024-01-19,Hôpital Cheikh Zaïd,Rabat-Salé-Kénitra,O+,9,critical,Burn Treatment,1,35,5
REQ-2023-00324,2023-01-12,CHU Mohammed VI Tanger,Tanger-Tétouan-Al Hoceïma,AB+,1,low,Chronic Disease Treatment,1,29,8
REQ-2025-00325,2025-06-30,CHU Ibn Rochd,Casablanca-Settat,B+,3,medium,Burn Treatment,0,,0
REQ-2024-00326,2024-03-27,Centre Régional Transfusion Sanguine Casablanca,Casablanca-Settat,A+,6,high,Pediatric Care,1,19,8
REQ-2025-00327,2025-08-16,Hôpital Cheikh Zaïd,Rabat-Salé-Kénitra,O+,8,critical,Post-Operative Care,1,17,7
REQ-2024-00328,2024-11-14,Centre Régional Transfusion Sanguine Fès,Fès-Meknès,O+,3,critical,Maternal Care,0,,0
REQ-2024-00329,2024-04-08,Hôpital Militaire Rabat,Rabat-Salé-Kénitra,AB-,4,medium,Chronic Disease Treatment,1,23,12
REQ-2024-00330,2024-12-02,Centre Régional Transfusion Sanguine Casablanca,Casablanca-Settat,A+,6,high,Pediatric Care,1,39,9
REQ-2023-00331,2023-04-04,CHU Ibn Rochd,Casablanca-Settat,A+,6,high,Burn Treatment,1,46,10
REQ-2023-00332,2023-01-05,Centre Régional Transfusion Sanguine Casablanca,Casablanca-Settat,O+,2,high,Post-Operative Care,1,6,11
REQ-2023-00333,2023-09-11,Hôpital Militaire Rabat,Rabat-Salé-Kénitra,A+,1,high,Pediatric Care,1,25,6
REQ-2024-00334,2024-01-19,Centre Régional Transfusion Sanguine Fès,Fès-Meknès,O+,2,high,Burn Treatment,1,10,10
REQ-2024-00335,2024-08-04,CHU Souss Massa,Souss-Massa,B+,3,medium,Pediatric Care,1,14,7
REQ-2025-00336,2025-02-18,Centre Régional Transfusion Sanguine Rabat,Rabat-Salé-Kénitra,B+,4,low,Maternal Care,0,,0
REQ-2024-00337,2024-04-05,CHU Ibn Sina,Rabat-Salé-Kénitra,O+,5,low,Accident Emergency,1,14,5
REQ-2025-00338,2025-12-16,CHU Ibn Sina,Rabat-Salé-Kénitra,O+,2,critical,Pediatric Care,1,17,5
REQ-2024-00339,2024-12-06,Hôpital Cheikh Zaïd,Rabat-Salé-Kénitra,A-,3,high,Chronic Disease Treatment,1,20,11
REQ-2025-00340,2025-10-09,CHU Hassan II,Fès-Meknès,O+,5,low,Post-Operative Care,1,8,12
REQ-2023-00341,2023-09-21,CHU Ibn Sina,Rabat-Salé-Kénitra,A+,1,high,Emergency Surgery,1,50,9
REQ-2024-00342,2024-01-07,Centre Régional Transfusion Sanguine Rabat,Rabat-Salé-Kénitra,B+,3,low,Organ Transplant,1,36,8
REQ-2025-00343,2025-04-30,CHU Mohammed VI Tanger,Tanger-Tétouan-Al Hoceïma,AB-,2,medium,Post-Operative Care,1,19,12
REQ-2026-00344,2026-02-11,Hôpital Régional Oujda,Oriental,O+,6,medium,Maternal Care,1,18,4
REQ-2026-00345,2026-02-23,Hôpital Cheikh Zaïd,Rabat-Salé-Kénitra,O+,5,low,Maternal Care,0,,0
REQ-2025-00346,2025-02-21,CHU Ibn Rochd,Casablanca-Settat,AB+,6,low,Scheduled Transfusion,1,42,11
REQ-2024-00347,2024-12-23,Hôpital Militaire Rabat,Rabat-Salé-Kénitra,O-,5,medium,Accident Emergency,0,,0
REQ-2023-00348,2023-04-07,CHU Hassan II,Fès-Meknès,B+,5,low,Accident Emergency,1,30,1
REQ-2023-00349,2023-01-02,Centre Régional Transfusion Sanguine Rabat,Rabat-Salé-Kénitra,A+,2,critical,Accident Emergency,1,56,5
REQ-2023-00350,2023-01-05,CHU Souss Massa,Souss-Massa,B+,6,low,Pediatric Care,1,27,10
REQ-2025-00351,2025-04-27,CHU Souss Massa,Souss-Massa,A+,1,high,Scheduled Transfusion,1,47,12
REQ-2024-00352,2024-05-22,Centre Régional Transfusion Sanguine Rabat,Rabat-Salé-Kénitra,B+,2,critical,Burn Treatment,1,50,3
REQ-2025-00353,2025-12-04,CHU Ibn Rochd,Casablanca-Settat,A+,1,critical,Maternal Care,1,42,12
REQ-2023-00354,2023-06-06,CHU Ibn Rochd,Casablanca-Settat,A+,2,critical,Pediatric Care,1,15,8
REQ-2025-00355,2025-03-19,CHU Ibn Rochd,Casablanca-Settat,A-,5,medium,Accident Emergency,1,18,9
REQ-2025-00356,2025-07-13,Centre Régional Transfusion Sanguine Casablanca,Casablanca-Settat,A+,6,medium,Scheduled Transfusion,1,37,11
REQ-2025-00357,2025-08-19,Centre Régional Transfusion Sanguine Fès,Fès-Meknès,O+,2,high,Chronic Disease Treatment,1,29,3
REQ-2024-00358,2024-02-02,Centre Régional Transfusion Sanguine Casablanca,Casablanca-Settat,O+,2,medium,Burn Treatment,1,34,10
REQ-2024-00359,2024-10-08,CHU Mohammed VI,Marrakech-Safi,O+,3,low,Chronic Disease Treatment,1,13,2
REQ-2024-00360,2024-08-11,CHU Souss Massa,Souss-Massa,O+,5,medium,Emergency Surgery,1,43,4
REQ-2023-00361,2023-03-15,Hôpital Cheikh Zaïd,Rabat-Salé-Kénitra,O-,2,low,Burn Treatment,1,20,6
REQ-2024-00362,2024-04-24,CHU Mohammed VI,Marrakech-Safi,AB-,6,critical,Emergency Surgery,1,13,5
REQ-2024-00363,2024-04-10,Hôpital Régional Oujda,Oriental,B+,6,low,Accident Emergency,1,28,11
REQ-2025-00364,2025-03-05,Centre Régional Transfusion Sanguine Casablanca,Casablanca-Settat,A+,3,critical,Scheduled Transfusion,0,,0
REQ-2023-00365,2023-11-11,CHU Souss Massa,Souss-Massa,A+,8,critical,Scheduled Transfusion,1,33,10
REQ-2023-00366,2023-10-17,CHU Ibn Rochd,Casablanca-Settat,O+,2,high,Emergency Surgery,0,,0
REQ-2024-00367,2024-12-06,Hôpital Cheikh Zaïd,Rabat-Salé-Kénitra,A+,5,high,Chronic Disease Treatment,1,49,8
REQ-2023-00368,2023-01-09,CHU Hassan II,Fès-Meknès,A+,2,medium,Scheduled Transfusion,0,,0
REQ-2025-00369,2025-02-23,CHU Ibn Sina,Rabat-Salé-Kénitra,O+,5,medium,Burn Treatment,1,21,8
REQ-2023-00370,2023-06-14,Centre Régional Transfusion Sanguine Fès,Fès-Meknès,O+,6,low,Scheduled Transfusion,0,,0
REQ-2024-00371,2024-10-19,Centre Régional Transfusion Sanguine Fès,Fès-Meknès,B+,1,high,Pediatric Care,1,21,6
REQ-2024-00372,2024-09-01,Hôpital Cheikh Zaïd,Rabat-Salé-Kénitra,O+,5,medium,Emergency Surgery,1,51,5
REQ-2023-00373,2023-05-21,Hôpital Régional Oujda,Oriental,AB+,2,medium,Accident Emergency,1,40,11
REQ-2024-00374,2024-04-04,Hôpital Régional Oujda,Oriental,O+,6,low,Post-Operative Care,1,26,8
REQ-2025-00375,2025-01-04,CHU Ibn Sina,Rabat-Salé-Kénitra,O+,4,low,Post-Operative Care,1,50,3
REQ-2024-00376,2024-01-20,Hôpital Militaire Rabat,Rabat-Salé-Kénitra,O-,4,low,Organ Transplant,1,33,7
REQ-2023-00377,2023-09-16,CHU Mohammed VI,Marrakech-Safi,A+,3,low,Accident Emergency,1,22,7
REQ-2023-00378,2023-08-16,CHU Souss Massa,Souss-Massa,O+,2,high,Emergency Surgery,1,15,4
REQ-2023-00379,2023-06-20,CHU Mohammed VI,Marrakech-Safi,B+,3,low,Post-Operative Care,1,53,7
REQ-2025-00380,2025-07-23,Hôpital Cheikh Zaïd,Rabat-Salé-Kénitra,AB+,1,medium,Organ Transplant,1,36,11
REQ-2024-00381,2024-11-16,Centre Régional Transfusion Sanguine Casablanca,Casablanca-Settat,A+,1,high,Burn Treatment,0,,0
REQ-2025-00382,2025-11-16,Centre Régional Transfusion Sanguine Fès,Fès-Meknès,A+,1,medium,Organ Transplant,1,39,8
REQ-2025-00383,2025-02-20,Centre Régional Transfusion Sanguine Rabat,Rabat-Salé-Kénitra,A+,5,low,Accident Emergency,1,32,4
REQ-2023-00384,2023-06-15,Centre Régional Transfusion Sanguine Casablanca,Casablanca-Settat,A+,5,high,Accident Emergency,1,22,11
REQ-2024-00385,2024-04-13,Centre Régional Transfusion Sanguine Rabat,Rabat-Salé-Kénitra,O-,10,critical,Organ Transplant,1,35,5
REQ-2026-00386,2026-01-18,Centre Régional Transfusion Sanguine Fès,Fès-Meknès,A-,3,medium,Scheduled Transfusion,0,,0
REQ-2024-00387,2024-06-05,CHU Ibn Sina,Rabat-Salé-Kénitra,O+,6,medium,Maternal Care,0,,0
REQ-2024-00388,2024-03-04,CHU Hassan II,Fès-Meknès,AB+,4,high,Chronic Disease Treatment,1,14,11
REQ-2024-00389,2024-01-26,CHU Ibn Rochd,Casablanca-Settat,O+,5,high,Chronic Disease Treatment,1,18,2
REQ-2024-00390,2024-02-04,Centre Régional Transfusion Sanguine Rabat,Rabat-Salé-Kénitra,A+,1,critical,Post-Operative Care,1,30,8
REQ-2025-00391,2025-12-31,Hôpital Cheikh Zaïd,Rabat-Salé-Kénitra,O+,5,high,Emergency Surgery,1,59,7
REQ-2024-00392,2024-07-22,CHU Mohammed VI Tanger,Tanger-Tétouan-Al Hoceïma,O+,4,medium,Chronic Disease Treatment,1,49,10
REQ-2024-00393,2024-05-24,Centre Régional Transfusion Sanguine Rabat,Rabat-Salé-Kénitra,O+,4,low,Maternal Care,1,37,2
REQ-2024-00394,2024-09-23,CHU Ibn Sina,Rabat-Salé-Kénitra,AB+,2,medium,Accident Emergency,0,,0
REQ-2024-00395,2024-07-11,Centre Régional Transfusion Sanguine Casablanca,Casablanca-Settat,O+,5,low,Maternal Care,0,,0
REQ-2025-00396,2025-07-17,CHU Hassan II,Fès-Meknès,B+,4,medium,Scheduled Transfusion,1,19,6
REQ-2023-00397,2023-06-02,CHU Ibn Sina,Rabat-Salé-Kénitra,O+,2,medium,Post-Operative Care,0,,0
REQ-2025-00398,2025-08-08,CHU Ibn Rochd,Casablanca-Settat,O+,5,high,Post-Operative Care,1,56,12
REQ-2024-00399,2024-12-06,Centre Régional Transfusion Sanguine Casablanca,Casablanca-Settat,O+,3,high,Burn Treatment,1,36,6
REQ-2025-00400,2025-08-09,Centre Régional Transfusion Sanguine Fès,Fès-Meknès,O+,4,high,Scheduled Transfusion,0,,0
REQ-2024-00401,2024-09-01,CHU Hassan II,Fès-Meknès,A+,4,low,Chronic Disease Treatment,1,19,5
REQ-2023-00402,2023-05-30,Hôpital Régional Oujda,Oriental,A+,6,medium,Burn Treatment,1,27,11
REQ-2024-00403,2024-09-04,Centre Régional Transfusion Sanguine Rabat,Rabat-Salé-Kénitra,O-,5,medium,Scheduled Transfusion,1,43,5
REQ-2025-00404,2025-06-12,CHU Mohammed VI Tanger,Tanger-Tétouan-Al Hoceïma,O+,5,medium,Accident Emergency,1,29,7
REQ-2025-00405,2025-09-15,CHU Ibn Rochd,Casablanca-Settat,A+,5,low,Emergency Surgery,0,,0
REQ-2023-00406,2023-04-07,Centre Régional Transfusion Sanguine Casablanca,Casablanca-Settat,O+,6,critical,Chronic Disease Treatment,0,,0
REQ-2025-00407,2025-09-10,CHU Souss Massa,Souss-Massa,A+,5,medium,Scheduled Transfusion,0,,0
REQ-2025-00408,2025-11-07,CHU Mohammed VI Tanger,Tanger-Tétouan-Al Hoceïma,O+,5,medium,Chronic Disease Treatment,1,20,2
REQ-2024-00409,2024-05-29,Centre Régional Transfusion Sanguine Casablanca,Casablanca-Settat,O-,5,low,Emergency Surgery,1,15,1
REQ-2025-00410,2025-06-01,CHU Ibn Sina,Rabat-Salé-Kénitra,O+,5,critical,Post-Operative Care,1,52,1
REQ-2024-00411,2024-07-24,Hôpital Cheikh Zaïd,Rabat-Salé-Kénitra,B+,5,high,Scheduled Transfusion,1,44,10
REQ-2025-00412,2025-05-01,CHU Mohammed VI Tanger,Tanger-Tétouan-Al Hoceïma,B+,5,medium,Pediatric Care,0,,0
REQ-2024-00413,2024-02-21,CHU Mohammed VI,Marrakech-Safi,A+,6,high,Pediatric Care,1,43,11
REQ-2024-00414,2024-05-29,CHU Mohammed VI,Marrakech-Safi,O+,1,critical,Chronic Disease Treatment,0,,0
REQ-2023-00415,2023-03-12,Hôpital Cheikh Zaïd,Rabat-Salé-Kénitra,B+,2,medium,Burn Treatment,1,53,4
REQ-2025-00416,2025-07-22,CHU Mohammed VI Tanger,Tanger-Tétouan-Al Hoceïma,A+,1,medium,Organ Transplant,1,10,6
REQ-2023-00417,2023-11-22,CHU Ibn Sina,Rabat-Salé-Kénitra,O+,5,high,Chronic Disease Treatment,1,44,12
REQ-2024-00418,2024-10-31,Centre Régional Transfusion Sanguine Casablanca,Casablanca-Settat,A+,3,high,Organ Transplant,1,6,9
REQ-2023-00419,2023-11-09,CHU Mohammed VI Tanger,Tanger-Tétouan-Al Hoceïma,B+,1,medium,Burn Treatment,1,30,11
REQ-2025-00420,2025-10-20,Hôpital Militaire Rabat,Rabat-Salé-Kénitra,O-,4,high,Chronic Disease Treatment,0,,0
REQ-2023-00421,2023-10-06,CHU Hassan II,Fès-Meknès,AB+,5,medium,Maternal Care,1,43,5
REQ-2025-00422,2025-12-22,Hôpital Cheikh Zaïd,Rabat-Salé-Kénitra,O+,3,high,Emergency Surgery,1,19,5
REQ-2024-00423,2024-08-08,CHU Hassan II,Fès-Meknès,A+,10,critical,Emergency Surgery,0,,0
REQ-2024-00424,2024-02-05,Hôpital Militaire Rabat,Rabat-Salé-Kénitra,B-,3,critical,Emergency Surgery,0,,0
REQ-2024-00425,2024-02-20,CHU Souss Massa,Souss-Massa,AB+,1,high,Emergency Surgery,1,32,6
REQ-2023-00426,2023-10-09,CHU Souss Massa,Souss-Massa,A+,10,critical,Maternal Care,1,57,12
REQ-2024-00427,2024-11-02,CHU Mohammed VI,Marrakech-Safi,B+,10,critical,Emergency Surgery,1,8,8
